DISPOSITIF,SEXE,MARQUE,CHEVILLE MIN,CHEVILLE MAX,MOLLET MIN,MOLLET MAX,CUISSE MIN,CUISSE MAX,HANCHE MAX,TAILLE,HAUTEUR MIN,HAUTEUR MAX,HAUTEUR,DENOMINATION
CHAUSSETTES,FEMME,DYNAVEN,24,26,30,38,-,-,-,L,40,1000,LONG,DYNAVEN FEMME CHAUSSETTES TAILLE Long L Morpho -
CHAUSSETTES,FEMME,DYNAVEN,26,29,33,41,-,-,-,XL,0,40,NORMAL,DYNAVEN FEMME CHAUSSETTES TAILLE Normal XL Morpho -
CHAUSSETTES,FEMME,DYNAVEN,26,29,33,41,-,-,-,XL,40,1000,LONG,DYNAVEN FEMME CHAUSSETTES TAILLE Long XL Morpho -
CHAUSSETTES,FEMME,ACTYS-LEGGER,16,18,27,33,-,-,-,T0,0,39,NORMAL,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Normal T0
CHAUSSETTES,FEMME,ACTYS-LEGGER,16,18,27,33,-,-,-,T0,39,1000,LONG,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Long T0
CHAUSSETTES,FEMME,ACTYS-LEGGER,18,"21,5",30,37,-,-,-,T1,0,39,NORMAL,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Normal T1
CHAUSSETTES,FEMME,ACTYS-LEGGER,18,"21,5",30,37,-,-,-,T1,39,1000,LONG,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Long T1
CHAUSSETTES,FEMME,ACTYS-LEGGER,"21,5","23,5",34,40,-,-,-,T2,0,39,NORMAL,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Normal T2
CHAUSSETTES,FEMME,ACTYS-LEGGER,"21,5","23,5",34,40,-,-,-,T2,39,1000,LONG,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Long T2
CHAUSSETTES,FEMME,ACTYS-LEGGER,"23,5","25,5",37,45,-,-,-,T3,0,39,NORMAL,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Normal T3
CHAUSSETTES,FEMME,ACTYS-LEGGER,"23,5","25,5",37,45,-,-,-,T3,39,1000,LONG,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Long T3
CHAUSSETTES,FEMME,ACTYS-LEGGER,"25,5",29,40,47,-,-,-,T4,0,39,NORMAL,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Normal T4
CHAUSSETTES,FEMME,ACTYS-LEGGER,"25,5",29,40,47,-,-,-,T4,39,1000,LONG,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Long T4
CHAUSSETTES,FEMME,ACTYS-LEGGER,18,"21,5",24,40,-,-,-,T1,0,40,NORMAL,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Normal T1 Morpho -
CHAUSSETTES,FEMME,ACTYS-LEGGER,18,"21,5",24,40,-,-,-,T1,40,1000,LONG,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Long T1 Morpho -
CHAUSSETTES,FEMME,ACTYS-LEGGER,"21,5","23,5",27,34,-,-,-,T2,0,40,NORMAL,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Normal T2 Morpho -
CHAUSSETTES,FEMME,ACTYS-LEGGER,"21,5","23,5",27,34,-,-,-,T2,40,1000,LONG,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Long T2 Morpho -
CHAUSSETTES,FEMME,ACTYS-LEGGER,"23,5","25,5",30,37,-,-,-,T3,0,40,NORMAL,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Normal T3 Morpho -
CHAUSSETTES,FEMME,ACTYS-LEGGER,"23,5","25,5",30,37,-,-,-,T3,40,1000,LONG,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Long T3 Morpho -
CHAUSSETTES,FEMME,ACTYS-LEGGER,"25,5",29,33,40,-,-,-,T4,0,40,NORMAL,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Normal T4 Morpho -
CHAUSSETTES,FEMME,ACTYS-LEGGER,"25,5",29,33,40,-,-,-,T4,40,1000,LONG,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Long T4 Morpho -
CHAUSSETTES,FEMME,ACTYS-LEGGER,18,"21,5",37,44,-,-,-,T1,0,40,NORMAL,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Normal T1 Morpho +
CHAUSSETTES,FEMME,ACTYS-LEGGER,18,"21,5",37,44,-,-,-,T1,40,1000,LONG,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Long T1 Morpho +
CHAUSSETTES,FEMME,ACTYS-LEGGER,"21,5","23,5",40,47,-,-,-,T2,0,40,NORMAL,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Normal T2 Morpho +
CHAUSSETTES,FEMME,ACTYS-LEGGER,"21,5","23,5",40,47,-,-,-,T2,40,1000,LONG,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Long T2 Morpho +
CHAUSSETTES,FEMME,ACTYS-LEGGER,"23,5","25,5",45,52,-,-,-,T3,0,40,NORMAL,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Normal T3 Morpho +
CHAUSSETTES,FEMME,ACTYS-LEGGER,"23,5","25,5",45,52,-,-,-,T3,40,1000,LONG,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Long T3 Morpho +
CHAUSSETTES,FEMME,ACTYS-LEGGER,"25,5",29,47,54,-,-,-,T4,0,40,NORMAL,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Normal T4 Morpho +
CHAUSSETTES,FEMME,ACTYS-LEGGER,"25,5",29,47,54,-,-,-,T4,40,1000,LONG,ACTYS-LEGGER FEMME CHAUSSETTES TAILLE Long T4 Morpho +
CHAUSSETTES,FEMME,SMARTLEG,16,19,28,36,-,-,-,T0,74,1000,NORMAL,SMARTLEG FEMME CHAUSSETTES TAILLE Normal T0
CHAUSSETTES,FEMME,SMARTLEG,16,19,28,36,-,-,-,T0,0,74,COURT,SMARTLEG FEMME CHAUSSETTES TAILLE Court T0
CHAUSSETTES,FEMME,SMARTLEG,19,22,26,34,-,-,-,T1,74,1000,NORMAL,SMARTLEG FEMME CHAUSSETTES TAILLE Normal T1
CHAUSSETTES,FEMME,SMARTLEG,19,22,26,34,-,-,-,T1,0,74,COURT,SMARTLEG FEMME CHAUSSETTES TAILLE Court T1
CHAUSSETTES,FEMME,SMARTLEG,22,25,30,38,-,-,-,T2,74,1000,NORMAL,SMARTLEG FEMME CHAUSSETTES TAILLE Normal T2
CHAUSSETTES,FEMME,SMARTLEG,22,25,30,38,-,-,-,T2,0,74,COURT,SMARTLEG FEMME CHAUSSETTES TAILLE Court T2
CHAUSSETTES,FEMME,SMARTLEG,25,28,34,42,-,-,-,T3,74,1000,NORMAL,SMARTLEG FEMME CHAUSSETTES TAILLE Normal T3
CHAUSSETTES,FEMME,SMARTLEG,25,28,34,42,-,-,-,T3,0,74,COURT,SMARTLEG FEMME CHAUSSETTES TAILLE Court T3
CHAUSSETTES,FEMME,SMARTLEG,28,31,40,48,-,-,-,T4,74,1000,NORMAL,SMARTLEG FEMME CHAUSSETTES TAILLE Normal T4
CHAUSSETTES,FEMME,SMARTLEG,28,31,40,48,-,-,-,T4,0,74,COURT,SMARTLEG FEMME CHAUSSETTES TAILLE Court T4
CHAUSSETTES,FEMME,SMARTLEG,19,22,34,42,-,-,-,T1,74,1000,NORMAL,SMARTLEG FEMME CHAUSSETTES TAILLE Normal T1 Morpho +
CHAUSSETTES,FEMME,SMARTLEG,19,22,34,42,-,-,-,T1,0,74,COURT,SMARTLEG FEMME CHAUSSETTES TAILLE Court T1 Morpho +
CHAUSSETTES,FEMME,SMARTLEG,22,25,38,46,-,-,-,T2,74,1000,NORMAL,SMARTLEG FEMME CHAUSSETTES TAILLE Normal T2 Morpho +
CHAUSSETTES,FEMME,SMARTLEG,22,25,38,46,-,-,-,T2,0,74,COURT,SMARTLEG FEMME CHAUSSETTES TAILLE Court T2 Morpho +
CHAUSSETTES,FEMME,SMARTLEG,25,28,42,50,-,-,-,T3,74,1000,NORMAL,SMARTLEG FEMME CHAUSSETTES TAILLE Normal T3 Morpho +
CHAUSSETTES,FEMME,SMARTLEG,25,28,42,50,-,-,-,T3,0,74,COURT,SMARTLEG FEMME CHAUSSETTES TAILLE Court T3 Morpho +
CHAUSSETTES,FEMME,RADIANTE,18,"21,5",26,36,-,-,-,T1,0,36,COURT,RADIANTE FEMME CHAUSSETTES TAILLE Court T1
CHAUSSETTES,FEMME,RADIANTE,18,"21,5",26,36,-,-,-,T1,37,40,NORMAL,RADIANTE FEMME CHAUSSETTES TAILLE Normal T1
CHAUSSETTES,FEMME,RADIANTE,18,"21,5",26,36,-,-,-,T1,41,1000,LONG,RADIANTE FEMME CHAUSSETTES TAILLE Long T1
CHAUSSETTES,FEMME,RADIANTE,22,"24,5",29,40,-,-,-,T2,0,36,COURT,RADIANTE FEMME CHAUSSETTES TAILLE Court T2
CHAUSSETTES,FEMME,RADIANTE,22,"24,5",29,40,-,-,-,T2,37,40,NORMAL,RADIANTE FEMME CHAUSSETTES TAILLE Normal T2
CHAUSSETTES,FEMME,RADIANTE,22,"24,5",29,40,-,-,-,T2,41,1000,LONG,RADIANTE FEMME CHAUSSETTES TAILLE Long T2
CHAUSSETTES,FEMME,RADIANTE,25,"26,5",33,44,-,-,-,T3,0,36,COURT,RADIANTE FEMME CHAUSSETTES TAILLE Court T3
CHAUSSETTES,FEMME,RADIANTE,25,"26,5",33,44,-,-,-,T3,37,40,NORMAL,RADIANTE FEMME CHAUSSETTES TAILLE Normal T3
CHAUSSETTES,FEMME,RADIANTE,25,"26,5",33,44,-,-,-,T3,41,1000,LONG,RADIANTE FEMME CHAUSSETTES TAILLE Long T3
CHAUSSETTES,FEMME,RADIANTE,27,"30,5",37,48,-,-,-,T4,0,36,COURT,RADIANTE FEMME CHAUSSETTES TAILLE Court T4
CHAUSSETTES,FEMME,RADIANTE,27,"30,5",37,48,-,-,-,T4,37,40,NORMAL,RADIANTE FEMME CHAUSSETTES TAILLE Normal T4
CHAUSSETTES,FEMME,RADIANTE,27,"30,5",37,48,-,-,-,T4,41,1000,LONG,RADIANTE FEMME CHAUSSETTES TAILLE Long T4
CHAUSSETTES,FEMME,RADIANTE,31,34,41,48,-,-,-,T5,0,36,COURT,RADIANTE FEMME CHAUSSETTES TAILLE Court T5
CHAUSSETTES,FEMME,RADIANTE,31,34,41,48,-,-,-,T5,37,40,NORMAL,RADIANTE FEMME CHAUSSETTES TAILLE Normal T5
CHAUSSETTES,FEMME,RADIANTE,31,34,41,48,-,-,-,T5,41,1000,LONG,RADIANTE FEMME CHAUSSETTES TAILLE Long T5
CHAUSSETTES,FEMME,JOBST,15,18,26,31,-,-,-,T0,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T0
CHAUSSETTES,FEMME,JOBST,15,18,26,31,-,-,-,T0,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T0
CHAUSSETTES,FEMME,JOBST,18,20,28,34,-,-,-,T1,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T1
CHAUSSETTES,FEMME,JOBST,18,20,28,34,-,-,-,T1,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T1
CHAUSSETTES,FEMME,JOBST,20,22,30,37,-,-,-,T2,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T2
CHAUSSETTES,FEMME,JOBST,20,22,30,37,-,-,-,T2,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T2
CHAUSSETTES,FEMME,JOBST,22,24,33,40,-,-,-,T3,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T3
CHAUSSETTES,FEMME,JOBST,22,24,33,40,-,-,-,T3,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T3
CHAUSSETTES,FEMME,JOBST,24,26,35,43,-,-,-,T4,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T4
CHAUSSETTES,FEMME,JOBST,24,26,35,43,-,-,-,T4,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T4
CHAUSSETTES,FEMME,JOBST,26,28,37,46,-,-,-,T5,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T5
CHAUSSETTES,FEMME,JOBST,26,28,37,46,-,-,-,T5,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T5
CHAUSSETTES,FEMME,JOBST,26,28,39,49,-,-,-,T6,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T6
CHAUSSETTES,FEMME,JOBST,26,28,39,49,-,-,-,T6,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T6
CHAUSSETTES,FEMME,JOBST,18,20,26,27,-,-,-,T1,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T1 Morpho-
CHAUSSETTES,FEMME,JOBST,18,20,26,27,-,-,-,T1,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T1 Morpho-
CHAUSSETTES,FEMME,JOBST,20,22,28,29,-,-,-,T2,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T2 Morpho-
CHAUSSETTES,FEMME,JOBST,20,22,28,29,-,-,-,T2,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T2 Morpho-
CHAUSSETTES,FEMME,JOBST,22,24,30,32,-,-,-,T3,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T3 Morpho-
CHAUSSETTES,FEMME,JOBST,22,24,30,32,-,-,-,T3,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T3 Morpho-
CHAUSSETTES,FEMME,JOBST,24,26,33,34,-,-,-,T4,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T4 Morpho-
CHAUSSETTES,FEMME,JOBST,24,26,33,34,-,-,-,T4,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T4 Morpho-
CHAUSSETTES,FEMME,JOBST,26,28,35,36,-,-,-,T5,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T5 Morpho-
CHAUSSETTES,FEMME,JOBST,26,28,35,36,-,-,-,T5,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T5 Morpho-
CHAUSSETTES,FEMME,JOBST,26,28,37,38,-,-,-,T6,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T6 Morpho-
CHAUSSETTES,FEMME,JOBST,26,28,37,38,-,-,-,T6,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T6 Morpho-
CHAUSSETTES,FEMME,JOBST,18,20,35,37,-,-,-,T1,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T1 Morpho-
CHAUSSETTES,FEMME,JOBST,18,20,35,37,-,-,-,T1,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T1 Morpho-
CHAUSSETTES,FEMME,JOBST,20,22,38,40,-,-,-,T2,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T2 Morpho-
CHAUSSETTES,FEMME,JOBST,20,22,38,40,-,-,-,T2,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T2 Morpho-
CHAUSSETTES,FEMME,JOBST,22,24,41,43,-,-,-,T3,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T3 Morpho-
CHAUSSETTES,FEMME,JOBST,22,24,41,43,-,-,-,T3,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T3 Morpho-
CHAUSSETTES,FEMME,JOBST,24,26,44,46,-,-,-,T4,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T4 Morpho-
CHAUSSETTES,FEMME,JOBST,24,26,44,46,-,-,-,T4,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T4 Morpho-
CHAUSSETTES,FEMME,JOBST,26,28,47,49,-,-,-,T5,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T5 Morpho-
CHAUSSETTES,FEMME,JOBST,26,28,47,49,-,-,-,T5,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T5 Morpho-
CHAUSSETTES,FEMME,JOBST,26,28,50,52,-,-,-,T6,0,39,NORMAL,JOBST FEMME CHAUSSETTES TAILLE Normal T6 Morpho-
CHAUSSETTES,FEMME,JOBST,26,28,50,52,-,-,-,T6,39,1000,LONG,JOBST FEMME CHAUSSETTES TAILLE Long T6 Morpho-
CHAUSSETTES,FEMME,THUASNE,16,19,28,33,-,-,-,T0,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T0
CHAUSSETTES,FEMME,THUASNE,16,19,28,33,-,-,-,T0,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T0
CHAUSSETTES,FEMME,THUASNE,19,21,30,35,-,-,-,T1,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T1
CHAUSSETTES,FEMME,THUASNE,19,21,30,35,-,-,-,T1,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T1
CHAUSSETTES,FEMME,THUASNE,21,24,32,38,-,-,-,T2,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T2
CHAUSSETTES,FEMME,THUASNE,21,24,32,38,-,-,-,T2,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T2
CHAUSSETTES,FEMME,THUASNE,24,26,34,42,-,-,-,T3,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T3
CHAUSSETTES,FEMME,THUASNE,24,26,34,42,-,-,-,T3,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T3
CHAUSSETTES,FEMME,THUASNE,26,29,37,46,-,-,-,T4,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T4
CHAUSSETTES,FEMME,THUASNE,26,29,37,46,-,-,-,T4,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T4
CHAUSSETTES,FEMME,THUASNE,29,31,43,49,-,-,-,T5,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T5
CHAUSSETTES,FEMME,THUASNE,29,31,43,49,-,-,-,T5,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T5
CHAUSSETTES,FEMME,THUASNE,16,19,21,28,-,-,-,T0,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T0 Morpho-
CHAUSSETTES,FEMME,THUASNE,16,19,21,28,-,-,-,T0,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T0 Morpho-
CHAUSSETTES,FEMME,THUASNE,19,21,23,30,-,-,-,T1,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T1 Morpho-
CHAUSSETTES,FEMME,THUASNE,19,21,23,30,-,-,-,T1,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T1 Morpho-
CHAUSSETTES,FEMME,THUASNE,21,24,26,32,-,-,-,T2,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T2 Morpho-
CHAUSSETTES,FEMME,THUASNE,21,24,26,32,-,-,-,T2,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T2 Morpho-
CHAUSSETTES,FEMME,THUASNE,24,26,29,34,-,-,-,T3,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T3 Morpho-
CHAUSSETTES,FEMME,THUASNE,24,26,29,34,-,-,-,T3,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T3 Morpho-
CHAUSSETTES,FEMME,THUASNE,26,29,32,37,-,-,-,T4,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T4 Morpho-
CHAUSSETTES,FEMME,THUASNE,26,29,32,37,-,-,-,T4,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T4 Morpho-
CHAUSSETTES,FEMME,THUASNE,29,31,36,43,-,-,-,T5,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T5 Morpho-
CHAUSSETTES,FEMME,THUASNE,29,31,36,43,-,-,-,T5,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T5 Morpho-
CHAUSSETTES,FEMME,THUASNE,16,19,33,42,-,-,-,T0,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T0 Morpho+
CHAUSSETTES,FEMME,THUASNE,16,19,33,42,-,-,-,T0,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T0 Morpho+
CHAUSSETTES,FEMME,THUASNE,19,21,35,46,-,-,-,T1,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T1 Morpho+
CHAUSSETTES,FEMME,THUASNE,19,21,35,46,-,-,-,T1,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T1 Morpho+
CHAUSSETTES,FEMME,THUASNE,21,24,38,48,-,-,-,T2,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T2 Morpho+
CHAUSSETTES,FEMME,THUASNE,21,24,38,48,-,-,-,T2,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T2 Morpho+
CHAUSSETTES,FEMME,THUASNE,24,26,42,52,-,-,-,T3,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T3 Morpho+
CHAUSSETTES,FEMME,THUASNE,24,26,42,52,-,-,-,T3,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T3 Morpho+
CHAUSSETTES,FEMME,THUASNE,26,29,46,54,-,-,-,T4,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T4 Morpho+
CHAUSSETTES,FEMME,THUASNE,26,29,46,54,-,-,-,T4,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T4 Morpho+
CHAUSSETTES,FEMME,THUASNE,29,31,49,56,-,-,-,T5,0,40,NORMAL,THUASNE FEMME CHAUSSETTES TAILLE Normal T5 Morpho+
CHAUSSETTES,FEMME,THUASNE,29,31,49,56,-,-,-,T5,40,1000,LONG,THUASNE FEMME CHAUSSETTES TAILLE Long T5 Morpho+
CHAUSSETTES,HOMME,RADIANTE,18,"21,5",29,36,-,-,-,T1,0,36,COURT,JOBST HOMME CHAUSSETTES TAILLE Court T1
CHAUSSETTES,HOMME,RADIANTE,18,"21,5",29,36,-,-,-,T1,37,40,MOYEN,JOBST HOMME CHAUSSETTES TAILLE Moyen T1
CHAUSSETTES,HOMME,RADIANTE,18,"21,5",29,36,-,-,-,T1,41,1000,LONG,JOBST HOMME CHAUSSETTES TAILLE Long T1
CHAUSSETTES,HOMME,RADIANTE,22,"24,5",29,40,-,-,-,T2,0,36,COURT,JOBST HOMME CHAUSSETTES TAILLE Court T2
CHAUSSETTES,HOMME,RADIANTE,22,"24,5",29,40,-,-,-,T2,37,40,MOYEN,JOBST HOMME CHAUSSETTES TAILLE Moyen T2
CHAUSSETTES,HOMME,RADIANTE,22,"24,5",29,40,-,-,-,T2,41,1000,LONG,JOBST HOMME CHAUSSETTES TAILLE Long T2
CHAUSSETTES,HOMME,RADIANTE,25,"26,5",33,44,-,-,-,T3,0,36,COURT,JOBST HOMME CHAUSSETTES TAILLE Court T3
CHAUSSETTES,HOMME,RADIANTE,25,"26,5",33,44,-,-,-,T3,37,40,MOYEN,JOBST HOMME CHAUSSETTES TAILLE Moyen T3
CHAUSSETTES,HOMME,RADIANTE,25,"26,5",33,44,-,-,-,T3,41,1000,LONG,"JOBST HOMME CHAUSSETTES TAILLE Long T3,"
CHAUSSETTES,HOMME,RADIANTE,27,"30,5",37,48,-,-,-,T4,0,36,COURT,JOBST HOMME CHAUSSETTES TAILLE Court T4
CHAUSSETTES,HOMME,RADIANTE,27,"30,5",37,48,-,-,-,T4,37,40,MOYEN,JOBST HOMME CHAUSSETTES TAILLE Moyen T4
CHAUSSETTES,HOMME,RADIANTE,27,"30,5",37,48,-,-,-,T4,41,1000,LONG,JOBST HOMME CHAUSSETTES TAILLE Long T4
CHAUSSETTES,HOMME,RADIANTE,31,34,41,48,-,-,-,T5,0,36,COURT,JOBST HOMME CHAUSSETTES TAILLE Court T5
CHAUSSETTES,HOMME,RADIANTE,31,34,41,48,-,-,-,T5,37,40,MOYEN,JOBST HOMME CHAUSSETTES TAILLE Moyen T5
CHAUSSETTES,HOMME,RADIANTE,31,34,41,48,-,-,-,T5,41,1000,LONG,JOBST HOMME CHAUSSETTES TAILLE Long T5
CHAUSSETTES,HOMME,RADIANTE,18,"21,5",37,40,-,-,-,T1,0,36,COURT,JOBST HOMME CHAUSSETTES TAILLE Court T1 Morpho+
CHAUSSETTES,HOMME,RADIANTE,18,"21,5",37,40,-,-,-,T1,37,40,MOYEN,JOBST HOMME CHAUSSETTES TAILLE Moyen T1 Mopho+
CHAUSSETTES,HOMME,RADIANTE,18,"21,5",37,40,-,-,-,T1,41,1000,LONG,JOBST HOMME CHAUSSETTES TAILLE Long T1 Mopho+
CHAUSSETTES,HOMME,RADIANTE,22,"24,5",41,44,-,-,-,T2,0,36,COURT,JOBST HOMME CHAUSSETTES TAILLE Court T2 Mopho+
CHAUSSETTES,HOMME,RADIANTE,22,"24,5",41,44,-,-,-,T2,37,40,MOYEN,JOBST HOMME CHAUSSETTES TAILLE Moyen T2 Mopho+
CHAUSSETTES,HOMME,RADIANTE,22,"24,5",41,44,-,-,-,T2,41,1000,LONG,JOBST HOMME CHAUSSETTES  TAILLE Long T2 Mopho+
CHAUSSETTES,HOMME,RADIANTE,25,"26,5",45,48,-,-,-,T3,0,36,COURT,JOBST HOMME CHAUSSETTES  TAILLE Court T3 Mopho+
CHAUSSETTES,HOMME,RADIANTE,25,"26,5",45,48,-,-,-,T3,37,40,MOYEN,JOBST HOMME CHAUSSETTES TAILLE Moyen T3 Mopho+
CHAUSSETTES,HOMME,RADIANTE,25,"26,5",45,48,-,-,-,T3,41,1000,LONG,JOBST HOMME CHAUSSETTES TAILLE Long T3 Mopho+
CHAUSSETTES,HOMME,RADIANTE,27,"30,5",49,49,-,-,-,T4,0,36,COURT,JOBST HOMME CHAUSSETTES TAILLE Court T4 Mopho+
CHAUSSETTES,HOMME,RADIANTE,27,"30,5",49,49,-,-,-,T4,37,40,MOYEN,JOBST HOMME CHAUSSETTES TAILLE Moyen T4 Mopho+
CHAUSSETTES,HOMME,RADIANTE,27,"30,5",49,49,-,-,-,T4,41,1000,LONG,JOBST HOMME CHAUSSETTES TAILLE Long T4 Mopho+
CHAUSSETTES,HOMME,RADIANTE,31,34,49,49,-,-,-,T5,0,36,COURT,JOBST HOMME CHAUSSETTES TAILLE Court T5 Mopho+
CHAUSSETTES,HOMME,RADIANTE,31,34,49,49,-,-,-,T5,37,40,MOYEN,JOBST HOMME CHAUSSETTES TAILLE Moyen T5 Mopho+
CHAUSSETTES,HOMME,RADIANTE,31,34,49,49,-,-,-,T5,41,1000,LONG,JOBST HOMME CHAUSSETTES TAILLE Long T5 Mopho+
CHAUSSETTES,HOMME,JOBST,18,20,28,34,-,-,-,T1,0,39,NORMAL,JOBST HOMME CHAUSSETTES TAILLE Normal T1
CHAUSSETTES,HOMME,JOBST,18,20,28,34,-,-,-,T1,39,1000,LONG,JOBST HOMME CHAUSSETTES TAILLE Long T1
CHAUSSETTES,HOMME,JOBST,20,22,30,37,-,-,-,T2,0,39,NORMAL,JOBST HOMME CHAUSSETTES TAILLE Normal T2
CHAUSSETTES,HOMME,JOBST,20,22,30,37,-,-,-,T2,39,1000,LONG,JOBST HOMME CHAUSSETTES TAILLE Long T2
